,Pregunta,Consulta,Tabla,Valores,Categoría
6457,Lista todos los contratos en anuncio previo de la Presidencia de la Diputación Provincial de Pontevedra.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia de la Diputación Provincial de Pontevedra' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'entidad': 'Presidencia de la Diputación Provincial de Pontevedra'}",entidad_estado
6641,¿Cuántas licitaciones resueltas hay en Instituto Cántabro de Estadística?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Instituto Cántabro de Estadística' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'entidad': 'Instituto Cántabro de Estadística'}",entidad_estado
6615,Enseña las licitaciones en evaluación de la Alcaldia del Ayuntamiento de Alcuéscar.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldia del Ayuntamiento de Alcuéscar' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'entidad': 'Alcaldia del Ayuntamiento de Alcuéscar'}",entidad_estado
6534,"Contratos en evaluación que gestiona el Rectorado de la Universidad de La Laguna, ¿tienes un listado?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Rectorado de la Universidad de La Laguna' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'entidad': 'Rectorado de la Universidad de La Laguna'}",entidad_estado
6455,Lista todos los contratos en anuncio previo de Dirección General LogiRail S.A..,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección General LogiRail S.A.' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'entidad': 'Dirección General LogiRail S.A.'}",entidad_estado
6574,Quiero ver todas las licitaciones de la Alcaldía del Ayuntamiento de El Molar con estado resuelto.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de El Molar' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'entidad': 'Alcaldía del Ayuntamiento de El Molar', 'estado': 'Resuelto'}",entidad_estado
9957,¿Podrías mostrarme los contratos de patrimonial con estado anuncio previo?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND contract_folder_status = 'Anuncio Previo';,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Anuncio Previo'}",tipo_estado
10141,¿En qué situación se encuentran las licitaciones de patrimonial que están adjudicadas?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND contract_folder_status = 'Adjudicado';,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Adjudicado'}",tipo_estado
10115,Busco licitaciones de concesión de servicios que se encuentren en anuncio previo.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND contract_folder_status = 'Anuncio Previo';,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'Anuncio Previo'}",tipo_estado
10034,Quiero ver los contratos de suministros con estado resuelto.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND contract_folder_status = 'Resuelto';,expedientes,"{'tipo': 'Suministros', 'estado': 'Resuelto'}",tipo_estado
9955,¿Podrías mostrarme los contratos de patrimonial con estado adjudicado?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND contract_folder_status = 'Adjudicado';,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Adjudicado'}",tipo_estado
10074,¿Tienes información sobre licitaciones de servicios que estén adjudicados?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'Adjudicado';,expedientes,"{'tipo': 'Servicios', 'estado': 'Adjudicado'}",tipo_estado
10307,¿Tienes información sobre contratos de obras con cuantía menor a 315000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND total_amount < 315000;,expedientes,"{'tipo': 'Obras', 'cuantia': 315000}",tipo_cuantia_inferior
10491,"Licitaciones de concesión de servicios, con montos inferiores a 629000€, ¿tienes un listado?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND total_amount < 629000;,expedientes,"{'tipo': 'Concesión de Servicios', 'cuantia': 629000}",tipo_cuantia_inferior
10465,"Licitaciones de tipo privado, por debajo de 460000€, ¿puedes listarlas?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado' AND total_amount < 460000;,expedientes,"{'tipo': 'Privado', 'cuantia': 460000}",tipo_cuantia_inferior
10384,¿Podrías filtrar los contratos privados que no superen 125000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado' AND total_amount < 125000;,expedientes,"{'tipo': 'Privado', 'cuantia': 125000}",tipo_cuantia_inferior
10305,¿Tienes información sobre contratos de suministros con cuantía menor a 992000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND total_amount < 992000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 992000}",tipo_cuantia_inferior
10424,Lista todas las licitaciones de obras que no excedan 55000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND total_amount < 55000;,expedientes,"{'tipo': 'Obras', 'cuantia': 55000}",tipo_cuantia_inferior
10657,¿Tienes información sobre contratos de obras con cuantía mayor a 353000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND total_amount > 353000;,expedientes,"{'tipo': 'Obras', 'cuantia': 353000}",tipo_cuantia_superior
10841,"Licitaciones de concesión de servicios, con montos superiores a 558000€, ¿tienes un listado?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND total_amount > 558000;,expedientes,"{'tipo': 'Concesión de Servicios', 'cuantia': 558000}",tipo_cuantia_superior
10815,"Licitaciones de obras, por encima de 354000€, ¿puedes listarlas?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND total_amount > 354000;,expedientes,"{'tipo': 'Obras', 'cuantia': 354000}",tipo_cuantia_superior
10734,¿Podrías filtrar los contratos de gestión de servicios públicos que excedan 33000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos' AND total_amount > 33000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'cuantia': 33000}",tipo_cuantia_superior
10655,¿Tienes información sobre contratos de concesión de servicios con cuantía mayor a 652000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND total_amount > 652000;,expedientes,"{'tipo': 'Concesión de Servicios', 'cuantia': 652000}",tipo_cuantia_superior
10774,Lista todas las licitaciones de patrimonial que superen 730000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND total_amount > 730000;,expedientes,"{'tipo': 'Patrimonial', 'cuantia': 730000}",tipo_cuantia_superior
11007,Lista todos los contratos de obras que figuran como en evaluación y que no excedan 987000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND contract_folder_status = 'En evaluación' AND total_amount < 987000;,expedientes,"{'tipo': 'Obras', 'estado': 'En evaluación', 'cuantia': 987000}",tipo_estado_cuantia_inferior
11191,"¿Cuántas licitaciones de gestión de servicios públicos, publicadas, están disponibles con cuantía inferior a 165000€?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos' AND contract_folder_status = 'Publicado' AND total_amount < 165000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'estado': 'Publicado', 'cuantia': 165000}",tipo_estado_cuantia_inferior
11165,"Enseña las licitaciones de gestión de servicios públicos, adjudicadas, con costes inferiores a 194000€.",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos' AND contract_folder_status = 'Adjudicado' AND total_amount < 194000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'estado': 'Adjudicado', 'cuantia': 194000}",tipo_estado_cuantia_inferior
11084,"Contratos de servicios, publicados, bajo 55000€, ¿qué opciones hay?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'Publicado' AND total_amount < 55000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Publicado', 'cuantia': 55000}",tipo_estado_cuantia_inferior
11005,Lista todos los contratos de suministros que figuran como adjudicados y que no excedan 906000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND contract_folder_status = 'Adjudicado' AND total_amount < 906000;,expedientes,"{'tipo': 'Suministros', 'estado': 'Adjudicado', 'cuantia': 906000}",tipo_estado_cuantia_inferior
11124,"Quiero ver todas las licitaciones de servicios, publicado, con presupuestos inferiores a 167000€.",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'Publicado' AND total_amount < 167000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Publicado', 'cuantia': 167000}",tipo_estado_cuantia_inferior
11357,Lista todos los contratos de obras que figuran como en evaluación y excedan 397000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND contract_folder_status = 'En evaluación' AND total_amount > 397000;,expedientes,"{'tipo': 'Obras', 'estado': 'En evaluación', 'cuantia': 397000}",tipo_estado_cuantia_superior
11541,"¿Cuántas licitaciones de suministros, en evaluación, están disponibles con cuantía superior a 681000€?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND contract_folder_status = 'En evaluación' AND total_amount > 681000;,expedientes,"{'tipo': 'Suministros', 'estado': 'En evaluación', 'cuantia': 681000}",tipo_estado_cuantia_superior
11515,"Enseña las licitaciones de concesión de servicios, en evaluación, con costes superiores a 24000€.",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND contract_folder_status = 'En evaluación' AND total_amount > 24000;,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'En evaluación', 'cuantia': 24000}",tipo_estado_cuantia_superior
11434,"Contratos de patrimonial, publicados, por encima de 520000€, ¿qué opciones hay?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND contract_folder_status = 'Publicado' AND total_amount > 520000;,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Publicado', 'cuantia': 520000}",tipo_estado_cuantia_superior
11355,Lista todos los contratos de patrimonial que figuran como anuncio previo y excedan 432000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND contract_folder_status = 'Anuncio Previo' AND total_amount > 432000;,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Anuncio Previo', 'cuantia': 432000}",tipo_estado_cuantia_superior
11474,"Quiero ver todas las licitaciones de patrimonial, en evaluación, con presupuestos superiores a 479000€.",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND contract_folder_status = 'En evaluación' AND total_amount > 479000;,expedientes,"{'tipo': 'Patrimonial', 'estado': 'En evaluación', 'cuantia': 479000}",tipo_estado_cuantia_superior
11707,Lista todos los contratos en estado resuelto que no excedan 82000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto' AND total_amount < 82000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 82000}",estado_cuantia_inferior
11891,¿Cuántas licitaciones publicadas hay disponibles con cuantía inferior a 53000€?,SELECT * FROM expedientes WHERE contract_folder_status = 'Publicado' AND total_amount < 53000;,expedientes,"{'estado': 'Publicado', 'cuantia': 53000}",estado_cuantia_inferior
11865,Enseña las licitaciones resueltas con costes inferiores a 531000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto' AND total_amount < 531000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 531000}",estado_cuantia_inferior
11784,"Contratos resueltos bajo 353000€, ¿qué opciones hay?",SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto' AND total_amount < 353000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 353000}",estado_cuantia_inferior
11705,Lista todos los contratos en estado resuelto que no excedan 818000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto' AND total_amount < 818000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 818000}",estado_cuantia_inferior
11824,Quiero ver todas las licitaciones resueltas y que no sobrepasen 194000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto' AND total_amount < 194000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 194000}",estado_cuantia_inferior
6807,Lista todos los contratos de Junta de Gobierno del Ayuntamiento de Torrelodones que no superen 316000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Torrelodones' AND expedientes.total_amount < 316000;,expedientes,"{'entidad': 'Junta de Gobierno del Ayuntamiento de Torrelodones', 'cuantia': 316000}",entidad_cuantia_inferior
6991,Muestra las licitaciones registradas en Alcaldía del Ayuntamiento de Aller con un importe menor a 316000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Aller' AND expedientes.total_amount < 316000;,expedientes,"{'entidad': 'Alcaldía del Ayuntamiento de Aller', 'cuantia': 316000}",entidad_cuantia_inferior
6965,Filtra en Presidencia de la Mancomunitat de les Valls las licitaciones con un tope máximo de 566000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia de la Mancomunitat de les Valls' AND expedientes.total_amount < 566000;,expedientes,"{'entidad': 'Presidencia de la Mancomunitat de les Valls', 'cuantia': 566000}",entidad_cuantia_inferior
6884,"Contratos de Sociedad Mercantil Estatal de Infraestructuras Agrarias, S.A. (SEIASA) por debajo de 306000€, ¿qué opciones hay?","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Sociedad Mercantil Estatal de Infraestructuras Agrarias, S.A. (SEIASA)' AND expedientes.total_amount < 306000;",expedientes,"{'entidad': 'Sociedad Mercantil Estatal de Infraestructuras Agrarias, S.A. (SEIASA)', 'cuantia': 306000}",entidad_cuantia_inferior
6805,Lista todos los contratos de la Junta de Gobierno del Ayuntamiento de Almería que no superen 906000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Almería' AND expedientes.total_amount < 906000;,expedientes,"{'entidad': 'Junta de Gobierno del Ayuntamiento de Almería', 'cuantia': 906000}",entidad_cuantia_inferior
6924,Quiero ver todas las licitaciones disponibles en Jefatura de Intendencia de Asuntos Económicos Sur por debajo de 167000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Jefatura de Intendencia de Asuntos Económicos Sur' AND expedientes.total_amount < 167000;,expedientes,"{'entidad': 'Jefatura de Intendencia de Asuntos Económicos Sur', 'cuantia': 167000}",entidad_cuantia_inferior
6107,Lista todos los contratos de tipo privado relacionados con Alcaldia del Ayuntamiento de Palma del Río.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldia del Ayuntamiento de Palma del Río' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'entidad': 'Alcaldia del Ayuntamiento de Palma del Río'}",entidad_tipo
6291,Muestra las licitaciones de suministros registradas en Consejo de Administración-Comité de Inversiones de la Sociedad Estatal Correos y Telégrafos S.A.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Consejo de Administración-Comité de Inversiones de la Sociedad Estatal Correos y Telégrafos S.A' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'tipo': 'Suministros', 'entidad': 'Consejo de Administración-Comité de Inversiones de la Sociedad Estatal Correos y Telégrafos S.A'}",entidad_tipo
6265,"Enseña las licitaciones de gestión de servicios públicos activas en Concejalía De Cultura, Juventud, Fiestas, Comunicación y Relaciones Institucionales, Participación Ciudadana y Turismo del Ayuntamiento de Granadilla de Abona.","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Concejalía De Cultura, Juventud, Fiestas, Comunicación y Relaciones Institucionales, Participación Ciudadana y Turismo del Ayuntamiento de Granadilla de Abona' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';",expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'entidad': 'Concejalía De Cultura, Juventud, Fiestas, Comunicación y Relaciones Institucionales, Participación Ciudadana y Turismo del Ayuntamiento de Granadilla de Abona'}",entidad_tipo
6184,"Contratos de servicios que lleva la Alcaldía del Ayuntamiento de El Molar, ¿tienes un listado?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de El Molar' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'entidad': 'Alcaldía del Ayuntamiento de El Molar'}",entidad_tipo
6105,Lista todos los contratos de gestión de servicios públicos relacionados con Pleno del Ayuntamiento de Cañizares.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Pleno del Ayuntamiento de Cañizares' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'entidad': 'Pleno del Ayuntamiento de Cañizares'}",entidad_tipo
6224,Quiero ver todas las licitaciones de servicios gestionadas por Alcaldía del Ayuntamiento de San Roque.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de San Roque' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'entidad': 'Alcaldía del Ayuntamiento de San Roque'}",entidad_tipo
507,¿Cuáles son los contratos de la Dirección Ejecutiva de la Agencia Española de Seguridad Alimentaria y Nutrición?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección Ejecutiva de la Agencia Española de Seguridad Alimentaria y Nutrición';,expedientes,{'entidad': 'Dirección Ejecutiva de la Agencia Española de Seguridad Alimentaria y Nutrición'},entidad
691,Licitaciones de la Presidencia de la Mancomunidad de servicios del Valle Norte del Lozoya,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia de la Mancomunidad de Servicios del Valle Norte del Lozoya';,expedientes,{'entidad': 'Presidencia de la Mancomunidad de Servicios del Valle Norte del Lozoya'},entidad
665,Busco todas las licitaciones de la Gerencia de Ferrocarrils de la Generalitat Valenciana.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Gerencia de Ferrocarrils de la Generalitat Valenciana';,expedientes,{'entidad': 'Gerencia de Ferrocarrils de la Generalitat Valenciana'},entidad
584,Contratos públicos de Dirección Económico Financiero de la Dirección General de Infraestructura. MDE.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección Económico Financiero de la Dirección General de Infraestructura. MDE';,expedientes,{'entidad': 'Dirección Económico Financiero de la Dirección General de Infraestructura. MDE'},entidad
505,¿Cuáles son los contratos de la Junta de Gobierno Local del Ayuntamiento de Alcalá de Guadaíra?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno Local del Ayuntamiento de Alcalá de Guadaíra';,expedientes,{'entidad': 'Junta de Gobierno Local del Ayuntamiento de Alcalá de Guadaíra'},entidad
624,¿Cuáles son las licitaciones de la Alcaldía del Ayuntamiento de Tomares?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Tomares';,expedientes,{'entidad': 'Alcaldía del Ayuntamiento de Tomares'},entidad
2957,Lista todos los contratos de Cantabria cuya cuantía no supere 520000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cantabria' AND expedientes.total_amount < 520000;,expedientes,"{'region': 'Cantabria', 'cuantia': 520000}",region_cuantia_inferior
3141,Solicito información de licitaciones en Girona que no superen 316000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Girona' AND expedientes.total_amount < 316000;,expedientes,"{'region': 'Girona', 'cuantia': 316000}",region_cuantia_inferior
3115,Filtra en Noreste las licitaciones que estén por debajo de 608000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Noreste' AND expedientes.total_amount < 608000;,expedientes,"{'region': 'Noreste', 'cuantia': 608000}",region_cuantia_inferior
3034,Contratos de Alicante/Alacant por debajo de 619000€,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Alicante/Alacant' AND expedientes.total_amount < 619000;,expedientes,"{'region': 'Alicante/Alacant', 'cuantia': 619000}",region_cuantia_inferior
2955,Lista todos los contratos de Gran Canaria cuya cuantía no supere 72000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gran Canaria' AND expedientes.total_amount < 72000;,expedientes,"{'region': 'Gran Canaria', 'cuantia': 72000}",region_cuantia_inferior
3074,Quiero ver todas las licitaciones disponibles en Este por debajo de 652000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Este' AND expedientes.total_amount < 652000;,expedientes,"{'region': 'Este', 'cuantia': 652000}",region_cuantia_inferior
857,Muestra contratos de gestión de servicios públicos,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,{'tipo': 'Gestión de Servicios Públicos'},tipo
1041,Licitaciones de tipo privado,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado';,expedientes,{'tipo': 'Privado'},tipo
1015,"Licitaciones de obras, ¿puedes listarlas?",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras';,expedientes,{'tipo': 'Obras'},tipo
934,Enseña las licitaciones para contratos de tipo privado.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado';,expedientes,{'tipo': 'Privado'},tipo
855,Muestra contratos de suministros,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros';,expedientes,{'tipo': 'Suministros'},tipo
974,¿Qué licitaciones de concesión de servicios están registradas?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios';,expedientes,{'tipo': 'Concesión de Servicios'},tipo
1207,Muestra contratos publicados,SELECT * FROM expedientes WHERE contract_folder_status = 'Publicado';,expedientes,{'estado': 'Publicado'},estado
1391,Quiero contratos anuncio previo,SELECT * FROM expedientes WHERE contract_folder_status = 'Anuncio Previo';,expedientes,{'estado': 'Anuncio Previo'},estado
1365,"Licitaciones publicadas, ¿puedes listarlas?",SELECT * FROM expedientes WHERE contract_folder_status = 'Publicado';,expedientes,{'estado': 'Publicado'},estado
1284,Enseña las licitaciones para contratos publicados.,SELECT * FROM expedientes WHERE contract_folder_status = 'Publicado';,expedientes,{'estado': 'Publicado'},estado
1205,Muestra contratos adjudicados,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado';,expedientes,{'estado': 'Adjudicado'},estado
1324,¿Qué licitaciones en evaluación están registradas?,SELECT * FROM expedientes WHERE contract_folder_status = 'En evaluación';,expedientes,{'estado': 'En evaluación'},estado
1557,¿Cuáles son las licitaciones con una cuantía inferior a 573000€?,SELECT * FROM expedientes WHERE total_amount < 573000;,expedientes,{'cuantia': 573000},cuantia_inferior
1741,Licitaciones que no superan 818000€,SELECT * FROM expedientes WHERE total_amount < 818000;,expedientes,{'cuantia': 818000},cuantia_inferior
1715,Solicito información de licitaciones con una cuantía menor a 566000€.,SELECT * FROM expedientes WHERE total_amount < 566000;,expedientes,{'cuantia': 566000},cuantia_inferior
1634,Contratos de menos de 922000€.,SELECT * FROM expedientes WHERE total_amount < 922000;,expedientes,{'cuantia': 922000},cuantia_inferior
1555,¿Cuáles son las licitaciones con una cuantía inferior a 353000€?,SELECT * FROM expedientes WHERE total_amount < 353000;,expedientes,{'cuantia': 353000},cuantia_inferior
1674,¿Cuáles son las licitaciones con una cuantía de menos de 730000€?,SELECT * FROM expedientes WHERE total_amount < 730000;,expedientes,{'cuantia': 730000},cuantia_inferior
1907,¿Cuáles son los contratos con una cuantía mayor que 306000€?,SELECT * FROM expedientes WHERE total_amount > 306000;,expedientes,{'cuantia': 306000},cuantia_superior
2091,Licitaciones que exceden 24000€,SELECT * FROM expedientes WHERE total_amount > 24000;,expedientes,{'cuantia': 24000},cuantia_superior
2065,Solicito información de licitaciones con una cuantía mayor a 681000€.,SELECT * FROM expedientes WHERE total_amount > 681000;,expedientes,{'cuantia': 681000},cuantia_superior
1984,Contratatos de más de 632000€.,SELECT * FROM expedientes WHERE total_amount > 632000;,expedientes,{'cuantia': 632000},cuantia_superior
1905,¿Cuáles son los contratos con una cuantía mayor que 429000€?,SELECT * FROM expedientes WHERE total_amount > 429000;,expedientes,{'cuantia': 429000},cuantia_superior
2024,¿Cuáles son las licitaciones con una cuantía mayor que 832000€?,SELECT * FROM expedientes WHERE total_amount > 832000;,expedientes,{'cuantia': 832000},cuantia_superior
2257,Lista todos los contratos sobre concesión de servicios en Salamanca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Salamanca' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Salamanca'}",region_tipo
2441,Muestra las licitaciones de obras divulgadas en Este.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Este' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Este'}",region_tipo
2415,Filtra en Centro (ES) las licitaciones de obras disponibles.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Centro (ES)' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'region': 'Centro (ES)', 'tipo': 'Obras'}",region_tipo
2334,"Contratos de gestión de servicios públicos en Centro (ES), ¿puedes hacer un listado?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Centro (ES)' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Centro (ES)'}",region_tipo
2255,Lista todos los contratos sobre patrimonial en Comunitat Valenciana.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Comunitat Valenciana'}",region_tipo
