Pregunta,Consulta,Tabla,Valores,Categoría
"¿Existen contratos de Junta de Gobierno del Ayuntamiento de Villajoyosa, con estado Anuncio Previo, cuyo coste sea mayor a 818000€?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Villajoyosa' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount > 818000;,expedientes,"{'entidad': 'Junta de Gobierno del Ayuntamiento de Villajoyosa', 'estado': 'Anuncio Previo', 'cuantia': 818000}",entidad_estado_cuantia_superior
"Muestra los expedientes de Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS), Anuncio Previo, con un presupuesto superior a 992000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS)' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount > 992000;,expedientes,"{'entidad': 'Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS)', 'estado': 'Anuncio Previo', 'cuantia': 992000}",entidad_estado_cuantia_superior
Muéstrame todas las licitaciones de Obras en Presidencia de la Diputación Provincial de Pontevedra que estén Anuncio Previo y excedan 180000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia de la Diputación Provincial de Pontevedra' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount > 180000;,expedientes,"{'tipo': 'Obras', 'entidad': 'Presidencia de la Diputación Provincial de Pontevedra', 'estado': 'Anuncio Previo', 'cuantia': 180000}",entidad_tipo_estado_cuantia_superior
¿Qué expedientes de Servicios están registrados en Alcaldía del Ayuntamiento de Andratx con estado Publicado y presupuestos mayores a 167000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Andratx' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount > 167000;,expedientes,"{'tipo': 'Servicios', 'entidad': 'Alcaldía del Ayuntamiento de Andratx', 'estado': 'Publicado', 'cuantia': 167000}",entidad_tipo_estado_cuantia_superior
Muéstrame todas las licitaciones de Privado en Alcaldía del Ayuntamiento de Badajoz que estén Adjudicado y excedan 864000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Badajoz' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount > 864000;,expedientes,"{'tipo': 'Privado', 'entidad': 'Alcaldía del Ayuntamiento de Badajoz', 'estado': 'Adjudicado', 'cuantia': 864000}",entidad_tipo_estado_cuantia_superior
"¿Existen licitaciones de Gestión de Servicios Públicos en Gerencia de Plan Cabanyal-Canyamelar, S.A. con estado Publicado y cuantía superior a 459000€ ahora mismo?","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Gerencia de Plan Cabanyal-Canyamelar, S.A.' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount > 459000;",expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'entidad': 'Gerencia de Plan Cabanyal-Canyamelar, S.A.', 'estado': 'Publicado', 'cuantia': 459000}",entidad_tipo_estado_cuantia_superior
Enseña los contratos En evaluación de Privado en Presidencia de la Institución Ferial de Badajoz por encima de 167000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia de la Institución Ferial de Badajoz' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount > 167000;,expedientes,"{'estado': 'En evaluación', 'tipo': 'Privado', 'entidad': 'Presidencia de la Institución Ferial de Badajoz', 'cuantia': 167000}",entidad_tipo_estado_cuantia_superior
¿Existen contratos de Suministros en Subdirección General de Planificación y Gestión Económica con estado Resuelto y cuantía superior a 167000€ en este momento?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Subdirección General de Planificación y Gestión Económica' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount > 167000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Subdirección General de Planificación y Gestión Económica', 'estado': 'Resuelto', 'cuantia': 167000}",entidad_tipo_estado_cuantia_superior
"Muestra los expedientes de Patrimonial en Presidencia del Consorcio para el Servicio de Prevención y Extinción de Incendios y de Salvamento de la Provincia de Valencia, con estado Publicado, y un coste superior a 708000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia del Consorcio para el Servicio de Prevención y Extinción de Incendios y de Salvamento de la Provincia de Valencia' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount > 708000;,expedientes,"{'tipo': 'Patrimonial', 'entidad': 'Presidencia del Consorcio para el Servicio de Prevención y Extinción de Incendios y de Salvamento de la Provincia de Valencia', 'estado': 'Publicado', 'cuantia': 708000}",entidad_tipo_estado_cuantia_superior
"Muéstrame todas las licitaciones de Consejo de Administración de ARMUVISSA I, S.A. que estén Anuncio Previo.","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Consejo de Administración de ARMUVISSA I, S.A.' AND expedientes.contract_folder_status = 'Anuncio Previo';",expedientes,"{'entidad': 'Consejo de Administración de ARMUVISSA I, S.A.', 'estado': 'Anuncio Previo'}",entidad_estado
¿Qué expedientes En evaluación hay en Junta Rectora del Organismo Autónomo de Museos y Centros del Cabildo Insular de Tenerife (OAMC)?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta Rectora del Organismo Autónomo de Museos y Centros del Cabildo Insular de Tenerife (OAMC)' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'entidad': 'Junta Rectora del Organismo Autónomo de Museos y Centros del Cabildo Insular de Tenerife (OAMC)'}",entidad_estado
Muéstrame todas las licitaciones de Presidencia de la Mancomunidad de Servicios del Valle Norte del Lozoya que estén Anuncio Previo.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia de la Mancomunidad de Servicios del Valle Norte del Lozoya' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'entidad': 'Presidencia de la Mancomunidad de Servicios del Valle Norte del Lozoya', 'estado': 'Anuncio Previo'}",entidad_estado
¿Existen licitaciones de Junta de Gobierno del Ayuntamiento de Alcalá la Real con estado Anuncio Previo ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Alcalá la Real' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'entidad': 'Junta de Gobierno del Ayuntamiento de Alcalá la Real', 'estado': 'Anuncio Previo'}",entidad_estado
Enseña los contratos Resuelto activos de Junta de Gobierno del Ayuntamiento de Inca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Inca' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'entidad': 'Junta de Gobierno del Ayuntamiento de Inca'}",entidad_estado
¿Existen contratos de Junta de Gobierno Local de Ayuntamiento de Puente Genil con estado Adjudicado actualmente?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno Local de Ayuntamiento de Puente Genil' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'entidad': 'Junta de Gobierno Local de Ayuntamiento de Puente Genil', 'estado': 'Adjudicado'}",entidad_estado
Muestra los expedientes registrados en Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS) con estado Resuelto.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS)' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'entidad': 'Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS)', 'estado': 'Resuelto'}",entidad_estado
Quiero ver todas las licitaciones de Concesión de Servicios en estado Publicado.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND contract_folder_status = 'Publicado';,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'Publicado'}",tipo_estado
¿Qué expedientes de Privado están Anuncio Previo actualmente?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado' AND contract_folder_status = 'Anuncio Previo';,expedientes,"{'tipo': 'Privado', 'estado': 'Anuncio Previo'}",tipo_estado
Quiero ver todas las licitaciones de Servicios en estado Resuelto.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'Resuelto';,expedientes,"{'tipo': 'Servicios', 'estado': 'Resuelto'}",tipo_estado
Muestra las licitaciones de Suministros registradas con estado Anuncio Previo.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND contract_folder_status = 'Anuncio Previo';,expedientes,"{'tipo': 'Suministros', 'estado': 'Anuncio Previo'}",tipo_estado
Busco contratos de Suministros que se encuentren Publicado.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND contract_folder_status = 'Publicado';,expedientes,"{'tipo': 'Suministros', 'estado': 'Publicado'}",tipo_estado
Solicito información de contratos de Patrimonial en estado Anuncio Previo.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND contract_folder_status = 'Anuncio Previo';,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Anuncio Previo'}",tipo_estado
Muestra los expedientes de Obras registrados con estado Resuelto.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND contract_folder_status = 'Resuelto';,expedientes,"{'tipo': 'Obras', 'estado': 'Resuelto'}",tipo_estado
Enséñame las licitaciones de Patrimonial cuyo importe sea inferior a 429000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND total_amount < 429000;,expedientes,"{'tipo': 'Patrimonial', 'cuantia': 429000}",tipo_cuantia_inferior
¿Qué expedientes de Suministros están registrados con presupuestos menores a 167000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND total_amount < 167000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 167000}",tipo_cuantia_inferior
Enséñame las licitaciones de Obras cuyo importe sea inferior a 306000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND total_amount < 306000;,expedientes,"{'tipo': 'Obras', 'cuantia': 306000}",tipo_cuantia_inferior
Muestra las licitaciones de Suministros registradas con un importe menor a 206000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND total_amount < 206000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 206000}",tipo_cuantia_inferior
¿Existen contratos de Privado con cuantía menor a 629000€ en este momento?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado' AND total_amount < 629000;,expedientes,"{'tipo': 'Privado', 'cuantia': 629000}",tipo_cuantia_inferior
Busco contratos de Suministros sin superar 490000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND total_amount < 490000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 490000}",tipo_cuantia_inferior
Muestra los expedientes de Gestión de Servicios Públicos registrados con un importe menor a 359000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos' AND total_amount < 359000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'cuantia': 359000}",tipo_cuantia_inferior
Enséñame las licitaciones de Suministros cuyo importe sea superior a 818000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND total_amount > 818000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 818000}",tipo_cuantia_superior
¿Qué expedientes de Gestión de Servicios Públicos están registrados con presupuestos mayores a 652000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos' AND total_amount > 652000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'cuantia': 652000}",tipo_cuantia_superior
Enséñame las licitaciones de Privado cuyo importe sea superior a 459000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado' AND total_amount > 459000;,expedientes,"{'tipo': 'Privado', 'cuantia': 459000}",tipo_cuantia_superior
Muestra las licitaciones de Concesión de Servicios registradas con un importe mayor a 864000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND total_amount > 864000;,expedientes,"{'tipo': 'Concesión de Servicios', 'cuantia': 864000}",tipo_cuantia_superior
¿Existen contratos de Obras con cuantía mayor a 504000€ en este momento?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND total_amount > 504000;,expedientes,"{'tipo': 'Obras', 'cuantia': 504000}",tipo_cuantia_superior
Busco contratos de Gestión de Servicios Públicos que superen 590000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos' AND total_amount > 590000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'cuantia': 590000}",tipo_cuantia_superior
Muestra los expedientes de Suministros registrados con un importe mayor a 864000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND total_amount > 864000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 864000}",tipo_cuantia_superior
Muéstrame todas las licitaciones de Gestión de Servicios Públicos que estén Anuncio Previo y no superen 899000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Gestión de Servicios Públicos' AND contract_folder_status = 'Anuncio Previo' AND total_amount < 899000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'estado': 'Anuncio Previo', 'cuantia': 899000}",tipo_estado_cuantia_inferior
¿Qué expedientes de Servicios están registrados en estado Resuelto y con cuantía por debajo de 597000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'Resuelto' AND total_amount < 597000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Resuelto', 'cuantia': 597000}",tipo_estado_cuantia_inferior
Muéstrame todas las licitaciones de Concesión de Servicios que estén En evaluación y no superen 596000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND contract_folder_status = 'En evaluación' AND total_amount < 596000;,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'En evaluación', 'cuantia': 596000}",tipo_estado_cuantia_inferior
¿Existen licitaciones de Concesión de Servicios con estado Adjudicado y cuantía por debajo de 681000€ en este momento?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND contract_folder_status = 'Adjudicado' AND total_amount < 681000;,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'Adjudicado', 'cuantia': 681000}",tipo_estado_cuantia_inferior
"Enseña los contratos de Suministros, Resuelto, con costes inferiores a 347000€.",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Suministros' AND contract_folder_status = 'Resuelto' AND total_amount < 347000;,expedientes,"{'tipo': 'Suministros', 'estado': 'Resuelto', 'cuantia': 347000}",tipo_estado_cuantia_inferior
¿Existen contratos de Servicios en estado Adjudicado que estén por debajo de 558000€ actualmente?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'Adjudicado' AND total_amount < 558000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Adjudicado', 'cuantia': 558000}",tipo_estado_cuantia_inferior
"Muestra los expedientes de Concesión de Servicios, Publicado, cuyo importe sea menor a 194000€.",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Concesión de Servicios' AND contract_folder_status = 'Publicado' AND total_amount < 194000;,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'Publicado', 'cuantia': 194000}",tipo_estado_cuantia_inferior
Muéstrame todas las licitaciones de Servicios que estén Adjudicado y excedan 646000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'Adjudicado' AND total_amount > 646000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Adjudicado', 'cuantia': 646000}",tipo_estado_cuantia_superior
¿Qué expedientes de Privado están registrados en estado Adjudicado y con cuantía por encima de 573000€?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado' AND contract_folder_status = 'Adjudicado' AND total_amount > 573000;,expedientes,"{'tipo': 'Privado', 'estado': 'Adjudicado', 'cuantia': 573000}",tipo_estado_cuantia_superior
Muéstrame todas las licitaciones de Privado que estén Anuncio Previo y excedan 619000€.,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Privado' AND contract_folder_status = 'Anuncio Previo' AND total_amount > 619000;,expedientes,"{'tipo': 'Privado', 'estado': 'Anuncio Previo', 'cuantia': 619000}",tipo_estado_cuantia_superior
¿Existen licitaciones de Patrimonial con estado Anuncio Previo y cuantía por encima de 359000€ en este momento?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Patrimonial' AND contract_folder_status = 'Anuncio Previo' AND total_amount > 359000;,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Anuncio Previo', 'cuantia': 359000}",tipo_estado_cuantia_superior
"Enseña los contratos de Obras, Anuncio Previo, con costes mayores a 558000€.",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Obras' AND contract_folder_status = 'Anuncio Previo' AND total_amount > 558000;,expedientes,"{'tipo': 'Obras', 'estado': 'Anuncio Previo', 'cuantia': 558000}",tipo_estado_cuantia_superior
¿Existen contratos de Servicios en estado En evaluación que estén por encima de 757000€ actualmente?,SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'En evaluación' AND total_amount > 757000;,expedientes,"{'tipo': 'Servicios', 'estado': 'En evaluación', 'cuantia': 757000}",tipo_estado_cuantia_superior
"Muestra los expedientes de Servicios, Adjudicado, cuyo importe sea superior a 558000€.",SELECT * FROM expedientes WHERE procurement_project_type_code = 'Servicios' AND contract_folder_status = 'Adjudicado' AND total_amount > 558000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Adjudicado', 'cuantia': 558000}",tipo_estado_cuantia_superior
Muéstrame todas las licitaciones que estén Publicado y no superen 490000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Publicado' AND total_amount < 490000;,expedientes,"{'estado': 'Publicado', 'cuantia': 490000}",estado_cuantia_inferior
¿Qué expedientes están registrados con estado Resuelto y presupuestos por debajo de 922000€?,SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto' AND total_amount < 922000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 922000}",estado_cuantia_inferior
Muéstrame todas las licitaciones que estén En evaluación y no superen 128000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'En evaluación' AND total_amount < 128000;,expedientes,"{'estado': 'En evaluación', 'cuantia': 128000}",estado_cuantia_inferior
¿Existen licitaciones en estado Adjudicado que estén por debajo de 618000€ ahora mismo?,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado' AND total_amount < 618000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 618000}",estado_cuantia_inferior
Enseña los contratos Publicado con costes inferiores a 884000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Publicado' AND total_amount < 884000;,expedientes,"{'estado': 'Publicado', 'cuantia': 884000}",estado_cuantia_inferior
¿Existen contratos en estado Adjudicado que estén por debajo de 194000€ actualmente?,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado' AND total_amount < 194000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 194000}",estado_cuantia_inferior
Muestra los expedientes Adjudicado cuyo importe sea menor a 459000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado' AND total_amount < 459000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 459000}",estado_cuantia_inferior
Muéstrame todas las licitaciones de Consejo de Administración-Comité de Inversiones de la Sociedad Estatal Correos y Telégrafos S.A que no superen 573000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Consejo de Administración-Comité de Inversiones de la Sociedad Estatal Correos y Telégrafos S.A' AND expedientes.total_amount < 573000;,expedientes,"{'entidad': 'Consejo de Administración-Comité de Inversiones de la Sociedad Estatal Correos y Telégrafos S.A', 'cuantia': 573000}",entidad_cuantia_inferior
¿Qué expedientes están registrados en Junta de Contratación del Ministerio de Justicia con cuantía menor a 194000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Contratación del Ministerio de Justicia' AND expedientes.total_amount < 194000;,expedientes,"{'entidad': 'Junta de Contratación del Ministerio de Justicia', 'cuantia': 194000}",entidad_cuantia_inferior
"Muéstrame todas las licitaciones de Dirección General de Renfe Ingeniería y Mantenimiento Sociedad Mercantil Estatal, S.A. que no superen 987000€.","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección General de Renfe Ingeniería y Mantenimiento Sociedad Mercantil Estatal, S.A.' AND expedientes.total_amount < 987000;",expedientes,"{'entidad': 'Dirección General de Renfe Ingeniería y Mantenimiento Sociedad Mercantil Estatal, S.A.', 'cuantia': 987000}",entidad_cuantia_inferior
"Enseña las licitaciones vigentes en Consejo de Administración de ARMUVISSA I, S.A. con cuantía inferior a 33000€.","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Consejo de Administración de ARMUVISSA I, S.A.' AND expedientes.total_amount < 33000;",expedientes,"{'entidad': 'Consejo de Administración de ARMUVISSA I, S.A.', 'cuantia': 33000}",entidad_cuantia_inferior
Filtra en Jefatura de Intendencia de Asuntos Económicos Sur los contratos con un tope máximo de 359000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Jefatura de Intendencia de Asuntos Económicos Sur' AND expedientes.total_amount < 359000;,expedientes,"{'entidad': 'Jefatura de Intendencia de Asuntos Económicos Sur', 'cuantia': 359000}",entidad_cuantia_inferior
Enseña los contratos vigentes en Instituto Social de la Marina -Dirección Provincial de Barcelona con cuantía inferior a 844000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Instituto Social de la Marina -Dirección Provincial de Barcelona' AND expedientes.total_amount < 844000;,expedientes,"{'entidad': 'Instituto Social de la Marina -Dirección Provincial de Barcelona', 'cuantia': 844000}",entidad_cuantia_inferior
Solicito información de expedientes en Rectorado de la Universidad de Granada cuyo coste no supere 72000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Rectorado de la Universidad de Granada' AND expedientes.total_amount < 72000;,expedientes,"{'entidad': 'Rectorado de la Universidad de Granada', 'cuantia': 72000}",entidad_cuantia_inferior
"Muéstrame todas las licitaciones de Concesión de Servicios del Sociedad Mercantil Estatal de Infraestructuras Agrarias, S.A. (SEIASA).","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Sociedad Mercantil Estatal de Infraestructuras Agrarias, S.A. (SEIASA)' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';",expedientes,"{'tipo': 'Concesión de Servicios', 'entidad': 'Sociedad Mercantil Estatal de Infraestructuras Agrarias, S.A. (SEIASA)'}",entidad_tipo
¿Qué expedientes de Servicios están disponibles en Distrito de Latina?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Distrito de Latina' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'entidad': 'Distrito de Latina'}",entidad_tipo
Muéstrame todas las licitaciones de Privado del Junta de Gobierno del Ayuntamiento de Santa Pola.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Santa Pola' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'entidad': 'Junta de Gobierno del Ayuntamiento de Santa Pola'}",entidad_tipo
¿Existen licitaciones de Obras de Rectorado de la Universidad de Zaragoza actualmente?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Rectorado de la Universidad de Zaragoza' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'entidad': 'Rectorado de la Universidad de Zaragoza'}",entidad_tipo
Enseña los contratos de Patrimonial activos en Director Gerente de Mutua Intercomarcal MATEPSS Nº.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Director Gerente de Mutua Intercomarcal MATEPSS Nº' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'entidad': 'Director Gerente de Mutua Intercomarcal MATEPSS Nº'}",entidad_tipo
"¿Existen contratos de Servicios de Concejalía De Cultura, Juventud, Fiestas, Comunicación y Relaciones Institucionales, Participación Ciudadana y Turismo del Ayuntamiento de Granadilla de Abona actualmente?","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Concejalía De Cultura, Juventud, Fiestas, Comunicación y Relaciones Institucionales, Participación Ciudadana y Turismo del Ayuntamiento de Granadilla de Abona' AND expedientes.procurement_project_type_code = 'Servicios';",expedientes,"{'tipo': 'Servicios', 'entidad': 'Concejalía De Cultura, Juventud, Fiestas, Comunicación y Relaciones Institucionales, Participación Ciudadana y Turismo del Ayuntamiento de Granadilla de Abona'}",entidad_tipo
Muestra los expedientes de Patrimonial registrados en Junta de Gobierno del Ayuntamiento de San Andrés del Rabanedo.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de San Andrés del Rabanedo' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'entidad': 'Junta de Gobierno del Ayuntamiento de San Andrés del Rabanedo'}",entidad_tipo
Quiero ver todas las licitaciones de Junta de Gobierno del Ayuntamiento de San Andrés del Rabanedo.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de San Andrés del Rabanedo';,expedientes,{'entidad': 'Junta de Gobierno del Ayuntamiento de San Andrés del Rabanedo'},entidad
¿Qué expedientes están registrados en Pleno del Ayuntamiento de Oña?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Pleno del Ayuntamiento de Oña';,expedientes,{'entidad': 'Pleno del Ayuntamiento de Oña'},entidad
Quiero ver todas las licitaciones de Rectorado de la Universidad de La Laguna.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Rectorado de la Universidad de La Laguna';,expedientes,{'entidad': 'Rectorado de la Universidad de La Laguna'},entidad
Solicito información de licitaciones en Pleno del Ayuntamiento de Navia.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Pleno del Ayuntamiento de Navia';,expedientes,{'entidad': 'Pleno del Ayuntamiento de Navia'},entidad
